eCRIS Contract Nbr,Funding Source Id,Funding Source Name,Funding Source Type,Funding Source Nbr
,ID00012629,"DHHS NIH Natl Heart, Lung, and Blood Inst",Federal,RHL105447B
,ID00011981,DHHS NIH Natl Inst on Alcohol Abuse and Alcoholism,Federal,F31 AA021027
DR00000347,IDM0000701,Incyte Corporation,Industry,
DR00001170,ID00000106,Incyte Corporation,Industry,
,ID00005483,U.S. Army Medical Research and Materiel Command,Federal,W81XWH-09-1-0636
,ID00003600,Society of Family Planning (SFP),Foundation, SFP4-12
,ID00003806,SWOG-CTI,Foundation,
,ID00007025,DHHS NIH Natl Inst of Child Hlth & Human Dvlp,Federal,
,ID00011234,DHHS NIH Natl Inst of Child Hlth & Human Dvlp,Federal,
,ID00002902,SWOG-CTI,Foundation,
DR00001432,ID00001910,RedHill Biopharma Ltd,Industry,RHB-102-01
,ID00003394,Leukemia and Lymphoma Society,Foundation,
DR00001738,IDM0001686,Acorda Therapeutics Inc,Industry,
,ID00007936,DHHS NIH Natl Cancer Inst,Federal,RO1 CA192267
,ID00007479,DHHS NIH Natl Cancer Inst,Federal,NIH NCTN Operations Grant: COG PCR 
DR00000018,ID00006569,PTC Therapeutics Inc,Industry,PTC124-GD-020-DMD
,ID00000241,Allergan,Industry,191578-005
,ID00010842,RSNA Research & Education Foundation,Foundation,
,ID00011046,"InvoTek, Inc.",Industry,1R43DC014294-01
DR00000672,IDM0000034,Bristol-Myers Squibb Company,Industry,
,IDM0003137,Bristol-Myers Squibb Company,Industry,
,ID00005186,Fred Hutch Cancer Rsch Ctr,Medical Center/Hospital,
,00005599,DHHS National Institutes of Health,Federal,7393-06
,ID00004036,DHHS National Institutes of Health,Federal,pending
,ID00005364,DHHS National Institutes of Health,Federal,
,ID00006418,Commission on Dietetic Registration,Academic Institution/Univ,
DR00002048,ID00006613,Aldeyra Therapeutics Inc,Industry,
,ID00011865,Yale University,Academic Institution/Univ,
DR00000814,ID00011219,"Celgene International II, Sarl (CIS II)",Industry,
,ID00007447,AltaThera Pharmaceuticals,Industry,
,ID00012563,DHHS NIH Natl Cancer Inst,Federal,
,ID00001112,Bayer HealthCare Pharmaceuticals Inc,Industry,BAY 43-9006 / 12414
,ID00005894,Xoma (US) LLC,Industry,
,ID00007931,Xoma (US) LLC,Industry,
,ID0000001888,Magee-Womens Health Corporation,Industry,
,ID00010408,DHHS NIH Natl Inst of Child Hlth & Human Dvlp,Federal,
,IDM0002491,DHHS NIH Natl Inst of Child Hlth & Human Dvlp,Federal,R01 HD082200-01 A1
DR00000226,ID00006029,Univ. of Pennsylvania,Academic Institution/Univ,10041150
,00000493,Medical Research Foundation of Oregon,Foundation,
DR00000319,IDM0000201,MolecularMD,Industry,
,ID0000002429,Genitope Corporation,Industry,Protocol 2005-11
DR00001243,ID00002386,Jazz Pharmaceuticals Inc,Industry,
,ID00006011,Covidien Ltd.,Industry,
,ID00008100,LFB USA Inc,Industry,
,ID00006105,AtriCure Inc,Industry,
,ID00008057,Tela Bio Inc,Industry,TB2014.01.01
,IDM0001341,Total Artificial Heart Newco inc,Industry,
,ID00010662,Susan G Komen for the Cure,Foundation,PDF17480342
,ID00009617,"DHHS NIH Natl Heart, Lung, and Blood Inst",Federal,
,ID00006431,Celgene Corporation,Industry,CCT-PDA-001-DFU-001
,ID00007095,DHHS NIH Natl Ctr for Rsch Resources,Federal,
,ID00003396,Biogen Inc,Industry,Protocol Number:  101JC402
,ID0000003874,"Isotechnika, Inc.",Industry,ISA05-01
DR00000939,IDM0003127,Novartis Pharmaceuticals Corporation,Industry,
,00000578,Children's Hospital of Philadelphia,Medical Center/Hospital,
DR00000506,ID00007566,Merck Sharp & Dohme Corp,Industry,
,ID00004202,Cherry Research Committee,Foundation,
,ID0000003428,Medical Research Foundation of Oregon,Foundation,
DR00001668,ID00002515,Cara Therapeutics Inc,Industry,
,ID0000004205,3M ESPE AG,Industry,
,ID00000099,"StemCells, Inc.",Industry,Industry
,ID0000002377,"Novacea, Inc.",Industry,
,ID00001659,DHHS NIH Natl Cancer Inst CONTRACT,Federal,
DR00000255,IDM0000289,AstraZeneca AB,Industry,
DR00002733,ID00011645,Novocure,Industry,
DR00001888,ID00011482,OCTRI,Federal,UL1TR000128
,ID00012505,OCTRI,Federal,
,IDM0001045,Cystic Fibrosis Fnd,Foundation,
,ID00009900,Cystic Fibrosis Fnd,Foundation,
DR00002708,ID00009783,Astellas Pharma Global Development Inc,Industry,
,ID00005946,Novartis Pharmaceuticals Corporation,Industry,
,ID00002403,VGTI Florida,Foundation,
,ID00012519,OHSU Presidential Bridge Funds,Foundation,
,ID0000004792,National Science Foundation,Federal,
DR00000582,ID00011874,Univ. of South Florida,Academic Institution/Univ,
,IDM0002459,DHHS NIH Natl Inst on Aging,Federal,
,ID00012786,DHHS NIH Natl Inst on Aging,Federal,P30 AG008017
,ID00005075,Josiah Macy Jr Foundation,Foundation,
,ID00002599,DHHS NIH Natl Inst on Drug Abuse,Federal,
,IDM0001465,Zimmer Orthobiologics Inc,Industry,
,IDM0001022,DHHS National Institutes of Health,Federal,
,00005310,"Fight For Sight, Inc.",Foundation,
,ID00003428,Seattle Genetics Inc,Industry,
,ID00002233,"Wyeth Pharmaceuticals, Inc.",Industry,
,ID00007742,Medical Research Foundation of Oregon,Foundation,
,ID00011675,Medical Research Foundation of Oregon,Foundation,
,IDM0000714,Medical Research Foundation of Oregon,Foundation,
,ID00011556,Medical Research Foundation of Oregon,Foundation,
,ID00012489,Medical Research Foundation of Oregon,Foundation,
,IDM0002517,Histogenics Corporation,Industry,
,ID00005662,VGTI Florida,Foundation,
,ID00004970,VGTI Florida,Foundation,
,ID00005749,Bristol-Myers Squibb,Industry,Clinical Protocol AI447029
,IDM0001464,DHHS NIH Natl Inst of Dental & Craniofacial Rsch,Federal,GPBHD0034A
,ID00010998,Brigham and Women's Hospital Inc,Medical Center/Hospital,
,ID00002472,Cambia Health Foundation,Foundation,
,ID00010636,OHSU Oregon Institute of Occupational Health Sciences,Academic Institution/Univ,
,ID0000000445,American Society of Gastrointestinal Endoscopy,Foundation,
DR00000983,IDM0000955,AstraZeneca LP,Industry,
,ID00012575,Takeda Pharmaceutical Company Ltd,Industry,
,ID00003578,"Muscular Dystrophy Association, Inc.",Foundation,
,ID0000001602,Forest Research Institute,Industry,
,IDM0000674,DHHS NIH Natl Inst of Arth & Mus & Skin Diseases,Federal,1K23AR068440-01
,IDM0001470,DHHS NIH Natl Inst on Aging,Federal,P30 AG024978
,IDM0002763,Oregon's Wild Harvest,Industry,
,ID0000000368,"Northstar Neuroscience, Inc.",Industry,
,ID0000005522,"Centocor, Inc",Industry,C0524T18
,ID00007391,DHHS CDCP,Federal,1U48DP005006-01 REVISED
,ID00009682,Walter S. and Lucienne Driskill Foundation,Foundation,
,IDM0000896,DHHS Agency for Hlthcare Rsch and Quality,Federal,
,ID00005935,"UCB Pharma, Inc.",Industry,
,ID00000997,DHHS Admin on Developmental Disabilities,Federal,
,00002299,DHHS Hlth Resources and Svcs Admin,Federal,
,IDM0000059,DOD,Federal,W81XWH-11-1-0841
DR00000736,IDM0001111,F. Hoffmann-La Roche Ltd,Industry,
DR00000438,ID00007269,Novartis Pharmaceuticals Corporation,Industry,
,IDM0000643,DHHS Hlth Resources and Svcs Admin,Federal,6 UB4HP19057-01-01
,IDM0000266,American Cancer Society,Foundation,
,ID00011278,DHHS Agency for Hlth Care Policy & Rsch CONTRACT,Federal,
,ID00010660,OSI Pharmaceuticals,Industry,
,ID00008349,DHHS National Institutes of Health,Federal,
,ID00008812,DHHS NIH Natl Inst on Drug Abuse,Federal,
DR00001660,IDM0003126,Insmed Inc,Industry,
DR00001321,IDM0003126,Insmed Inc,Industry,
DR00000951,IDM0003126,Insmed Inc,Industry,
DR00000737,IDM0003229,Covidien LP,Industry,
,ID00011626,American Sleep Medicine Foundation,Foundation,
,ID00010097,Friends of Doernbecher,Foundation,
,ID00001073,Amer Acad of Otolaryngology-Head/Neck Surgery Fnd,Foundation,93316
,ID00008197,OHSU School of Medicine Dean's Office,Academic Institution/Univ,
,ID00004435,Univ. of California,Academic Institution/Univ,
,ID00006138,DHHS NIH Natl Ctr for Rsch Resources,Federal,24140
,ID00006746,GlaxoSmithKline LLC,Industry,
,ID00012409,TM3 Therapeutics,Industry,
,ID00009910,Collins Medical Trust,Foundation,
DR00002826,ID00012187,Pulsar Vascular Inc,Industry,CLIN-0034
DR00002685,ID00011838,DiaSorin,Industry,
DR00002041,ID00006648,Forma Therapeutics Inc,Industry,2102-HEM-101
,ID00007333,Gerlinger Endowment,Foundation,
,ID00005798,HemCon Medical Technologies Inc,Industry,
,00003574,Millennium Pharmaceuticals Inc,Industry,
,IDM0000660,DHHS NIH Natl Inst on Aging,Federal,P01 AG043362
,ID00004285,DHHS NIH Natl Inst on Aging,Federal,
,ID00012882,DHHS NIH Natl Inst on Aging,Federal,P30AG024978
,ID00011012,Michael J. Fox Fdn for Parkinson's Research,Foundation,
,ID00005792,DHHS NIH Natl Inst on Aging,Federal, 1R41AG041533 - 01
DR00001742,ID00005027,"Merck & Co., Inc.",Industry,
,ID00004147,DHHS NIH Natl Cancer Inst,Federal,
,ID00008383,DHHS NIH Natl Cancer Inst,Federal,
,ID0000000388,University of Nebraska NIH subcontract,NIH,pending submission
,ID00005335,Behavioral Neuroscience,OHSU,
,ID00002155,CTSU Clinical Trials Support Unit,Other Federal,
,ID0000001209,NIDRR,Other Federal,
,ID00006047,Hyperion Therapeutics Inc,Industry,
DR00001114,ID00007830,"UCB Pharma, Inc.",Industry,
,00002917,"American Heart Assoc., Western States Affiliate",Foundation,12CRP11890055
,ID00010113,OHSU School of Nursing,Foundation,
,IDM0000602,DHHS NIH Natl Human Genome Rsch Inst,Federal,NIH - U01; KPNW subcontract UM1 HG007292-01 
,ID00007277,"American Heart Association, Inc.",Foundation,13FTF16450001
,ID00005751,Actelion Pharmaceuticals USA Inc,Industry,
,ID00005985,Oregon State Univ.,Academic Institution/Univ,
,ID00005986,Animas Corporation,Industry,
DR00002711,ID00012875,SARC,Foundation,
,ID00006932,Autism Speaks,Foundation,
,IDM0001211,RSNA Research & Education Foundation,Foundation,RR1359
,ID00004494,DHHS NIH Natl Inst on Aging,Federal,P30 AG008017
DR00002701,ID00000111,PTC Therapeutics Inc,Industry,
,ID00005855,InterMune Inc,Industry,PIPF-016/INDUSTRY
,ID00007739,DHHS NIH Natl Cancer Inst,Federal,
DR00002147,ID00006367,Bristol-Myers Squibb,Industry,
DR00002209,ID00011873,Bristol-Myers Squibb,Industry,
DR00002541,ID00012617,Bristol-Myers Squibb,Industry,
,ID00005530,DHHS NIH Natl Inst of Arth & Mus & Skin Diseases,Federal,R43 AR061226-01A1
,IDM0002409,Merck Sharp & Dohme Corp,Industry,
,ID00004076,Sanofi-Aventis US,Industry,
,ID00006726,Hologic Inc,Industry,
,ID00003330,"ZIOPHARM Oncology, Inc.",Industry,
,ID00009650,Howard Hughes Medical Inst,Foundation,
DR00002342,ID00009105,Medicenna Therapeutics Inc,Industry,
,ID00011948,DHHS NIH Natl Inst of Allergy & Infectious Disease,Federal,
DR00002650,ID00011705,Insmed Inc,Industry,
DR00001092,IDM0000747,Bayer HealthCare Pharmaceuticals Inc,Industry,
,ID00004325,Evofem Inc,Industry,AMP001
,00000151,Children's Oncology Group,Foundation,
,00005309,OCTRI,Federal,
,IDM0000667,Moximed Inc,Industry,
,ID00010499,Portland State University,Academic Institution/Univ,
DR00002732,ID00012083,Bristol-Myers Squibb Company,Industry,
DR00001635,ID00004484,"Merck & Co., Inc.",Industry,
,IDM0003055,DHHS NIH Natl Cancer Inst,Federal,
,ID00006733,King County,Local Non Oregon,
,ID00007720,Simons Foundation,Foundation,
,IDM0000268,DHHS NIH Natl Cancer Inst,Federal,2 P30 CA069533 14
DR00001086,IDM0001629,Eli Lilly and Company,Industry,
,ID00006826,Patient-Centered Outcomes Research Institute (PCORI),Foundation,
,ID0000000364,Genzyme Corporation,Industry,
,IDM0000804,N. L. Tartar Trust,Foundation,11-2608; 11-2409
DR00000899,IDM0001113,St Jude Medical Cardiology Division Inc,Industry,
DR00000207,IDM0001113,St Jude Medical Cardiology Division Inc,Industry,
,ID00006035,Michael J. Fox Fdn for Parkinson's Research,Foundation,
,ID00012651,DHHS NIH Natl Inst on Aging,Federal,AG027810
,ID00003917,Daiichi Sankyo Company Inc,Industry,
DR00001426,ID00002895,Bayer HealthCare Pharmaceuticals Inc,Industry,
DR00001341,ID00002895,Bayer HealthCare Pharmaceuticals Inc,Industry,
,ID00009491,Friends of Doernbecher,Foundation,
,ID00011506,Friends of Doernbecher,Foundation,
DR00001360,ID00000142,Xeris Pharmaceuticals Inc,Industry,
,ID0000003192,"Telik, Inc.",Industry,TLK286.3025
DR00000418,IDM0000487,Amgen Inc,Industry,
,ID00006327,BioMarin Pharmaceutical Inc,Industry,
,ID00001965,BioMarin Pharmaceutical Inc,Industry,
,IDM0001073,DHHS NIH Natl Ctr for Rsch Resources,Federal,
,ID00008578,Children's Hospital of Philadelphia,Medical Center/Hospital,
,ID00011471,National Science Foundation,Federal,1622679
,IDM0000005,Children's Oncology Group,Foundation,
,ID00006239,DHHS NIH Natl Inst of Allergy & Inf Dis CONTRACT,Federal,
,ID0000005510,OXiGENE Inc,Industry,
,IDM0001017,DHHS NIH Natl Inst of Nursing Rsch,Federal,R01NR012012-01
,ID00004969,American Academy of Implant Dentistry,Foundation,
,IDM0000122,American Association of Endodontists Fnd,Foundation,
,ID00000038,OHSU SON Dean's Office Innovation Fund,Foundation,
,IDM0000437,UCB Inc,Industry,UCB NO1199
DR00002308,IDM0003219,Novartis Pharmaceuticals Corporation,Industry,
DR00001265,ID00000061,Novartis Pharmaceuticals Corporation,Industry,
,00002297,DHHS National Institutes of Health,Federal,3U01AI069918
DR00002724,IDM0000323,Evalve Inc,Industry,
DR00002717,IDM0000323,Evalve Inc,Industry,
DR00002204,ID00002044,Atox Bio Ltd,Industry,
,IDM0000754,Oregon Health & Science Univ Foundation,Foundation,
DR00002569,ID00010976,Flex Pharma Inc,Industry,
,ID00003884,"Alere San Diego, Inc.",Industry,
DR00000363,ID00007254,InterMune Inc,Industry,
,ID00000614,"Satoris, Inc.",Industry,
,IDM0000586,DHHS NIH Natl Cancer Inst,Federal,
,ID00001748,International Society of Nurses in Genetics Inc,Foundation,
DR00002640,ID00004680,Innocrin Pharmaceuticals Inc,Industry,
,ID00007493,"DHHS ACL Natl Inst on Disability, Independent Living & Rehabilitation Research",Federal,H133E140026
,ID00010276,Hartford Center of Gerontological Nursing Excellence at OHSU,Academic Institution/Univ,
,ID00009076,Children's Hospital of Philadelphia,Medical Center/Hospital,"(non-industry WO for HHOW, CHOP is prime)"
DR00001164,IDM0002654,Genentech Inc,Industry,
,ID00012556,GlaxoSmithKline LLC,Industry,
,ID00012422,OHSU Knight Cancer CEDAR,Academic Institution/Univ,
,ID00009642,OHSU Knight Cancer CEDAR,Academic Institution/Univ,
DR00000463,ID00005765,Duke Univ.,Academic Institution/Univ,
,ID00001936,DHHS National Institutes of Health,Federal,2 R01 CA199111-32A1
,ID00006622,DHHS National Institutes of Health,Federal,R01 EY021800
DR00002752,ID00006384,Deciphera Pharmaceuticals LLC,Industry,
,IDM0001165,Conquer Cancer Foundation,Foundation,
,IDM0000136,DHHS Substance Abuse and Mental Hlth Service Admin,Federal,GPSYCO099
,ID00007018,OHSU SOM Faculty Innovation Fund,Foundation,
DR00002217,IDM0000207,Davol Inc,Industry,DVL-HE-012
DR00000943,IDM0000207,Davol Inc,Industry,DVL-HE-012
DR00001820,IDM0001670,Array BioPharma Inc,Industry,
,ID00004084,Reata Pharmaceuticals,Industry,
DR00001511,ID00003828,Array BioPharma Inc,Industry,
DR00000904,ID00011223,Prothena Therapeutics Ltd,Industry,
,IDM0000234,American Nurses Fnd,Foundation,ID#: 98-106
,ID00003885,DHHS NIH Natl Cancer Inst,Federal,
,ID00004775,Jacobus Pharmaceutical Company Inc,Industry,"JPC 3,4-DAPPER"
,ID00007650,Simons Foundation,Foundation,305927
,ID00003843,"Univ. of Texas, Hlth Science Ctr at Houston",Academic Institution/Univ,
,ID00008125,U.S. Dept of Veterans Affairs,Federal,CX-17-0004
,ID00012397,Galena Biopharma Inc,Industry,
,ID00006301,DHHS NIH Natl Ctr for Advancing Translational Sciences,Federal,
,ID00008129,DHHS NIH Natl Ctr for Advancing Translational Sciences,Federal,UL1 TR000128
,ID00007137,DHHS CDCP Natl Ctr on Birth Defects & Dev Dis,Federal,
DR00001972,ID00006332,Prostate Cancer Clinical Trials Consortium LLC,Industry,
,ID00010953,Hartford Center of Gerontological Nursing Excellence at OHSU,Academic Institution/Univ,
,ID0000002509,Allergan,Industry,
,ID00010796,Seattle Children's Hospital Research Fnd,Medical Center/Hospital,
,IDM0000232,SWOG-CTI,Foundation,
,ID00012147,DHHS CDCP Natl Inst for Occupational Safety & Hlth,Federal,U19 OH010154
,IDM0000375,DHHS NIH Natl Cancer Inst,Federal,
,ID00002227,DHHS NIH Natl Cancer Inst,Federal,
,ID00012583,Agios Pharmaceuticals Inc,Industry,
,00002104,"Merck & Co., Inc.",Industry,
,ID00007913,Oregon Health Authority,State Oregon,
,00006176,Biospeech Inc,Industry,
,IDM0000392,DHHS National Institutes of Health,Federal,1931176109A1
DR00002098,ID00006279,Walter S. and Lucienne Driskill Foundation,Foundation,
,ID00004071,Dartmouth College,Academic Institution/Univ,
,ID00007979,DHHS NIH Natl Inst on Minority Hlth & Hlth Disp,Federal,
,IDM0000717,DHHS NIH Natl Cancer Inst,Federal,R01CA169175
DR00002038,ID00006815,DHHS NIH Natl Cancer Inst,Federal,U10CA180866
,ID00003337,Univ. of Washington,Academic Institution/Univ,
,ID00006106,Hospital Quality Foundation,Foundation,
,ID00012684,"Sigma Theta Tau International, Beta Psi Chapter",Foundation,
DR00000762,ID00011717,Johns Hopkins Univ.,Academic Institution/Univ,
,00001831,Medical Research Foundation of Oregon,Foundation,
,ID00006241,Searle,Industry,
,ID00005884,Upsher-Smith Laboratories Inc,Industry,INDUSTRY
,ID00005770,Oxford BioMedica (UK) Ltd,Industry,INDUSTRY
,ID00003373,MedImmune LLC,Industry,
,IDM0001091,SWOG-CTI,Foundation,
,IDM0001685,DHHS NIH Natl Inst of Child Hlth & Human Dvlp,Federal,K23HD069520
,ID00008509,DHHS NIH Natl Inst of Child Hlth & Human Dvlp,Federal,1 R41 NS076088-01A1
,IDM0001548,DHHS NIH Natl Inst of Child Hlth & Human Dvlp,Federal,
,IDM0001778,DHHS NIH Natl Inst of Child Hlth & Human Dvlp,Federal,1 K23 HD071946-01
,ID00004364,Lundbeck LLC,Industry,13098A
DR00000284,ID00007190,Otsuka Pharmaceutical Development & Commercialization,Industry,
,ID00007702,Juvenile Diabetes Rsch Fnd InterNatl,Foundation,
,ID00010871,DHHS Agency for Hlthcare Rsch and Quality,Federal,
,ID00002459,OncoGenex Technologies Inc,Industry,
,ID0000004929,Univ. of Pittsburgh,Academic Institution/Univ,
,ID00005328,Sera Prognostics Inc,Industry,
,ID0000001380,Baxter Healthcare Corporation,Industry,"32,363-002"
,ID00001672,Bayer Schering Pharma AG,Industry,
,IDM0001694,NewLink Genetics Corporation,Industry,
DR00001634,ID00004572,"AROG Pharmaceuticals, LLC",Industry,
DR00002243,IDM0002411,Novartis Pharmaceuticals Corporation,Industry,
DR00001264,IDM0000640,Novartis Pharmaceuticals Corporation,Industry,
DR00002588,ID00010538,Novartis Pharmaceuticals Corporation,Industry,
,IDM0000504,Novartis Pharmaceuticals Corporation,Industry,
,IDM0000507,American Orthopaedic Society for Sports Medicine,Foundation,
DR00000008,IDM0001286,Uroplasty Inc,Industry,MPQ092006
,IDM0001355,DHHS NIH Natl Ctr for Complementary & Integrative Health,Federal,1R21AT002374-01A1
,ID00003078,Collins Medical Trust,Foundation,
,ID00000180,NIH Common Fund,Federal,
DR00000339,ID00007152,Eisai Inc,Industry,
,ID00006369,Oregon Health & Science Univ Foundation,Foundation,
,ID00012586,Leukemia and Lymphoma Society,Foundation,
,IDM0000351,Leukemia and Lymphoma Society,Foundation,
,ID00003648,DHHS NIH Natl Inst of Child Hlth & Human Dvlp,Federal,
DR00000463,ID00005764,DHHS Ofc of the Asst Secretary for Preparedness & Response,Federal,
DR00002815,ID00010950,Editas Medicine Inc,Industry,
DR00002467,ID00010343,Medtronic Inc,Industry,
,ID00012935,Prospect Creek Foundation,Foundation,
,ID00012942,Prospect Creek Foundation,Foundation,
,ID00012938,Prospect Creek Foundation,Foundation,
,ID00012941,Prospect Creek Foundation,Foundation,
DR00000182,IDM0001095,Vertex Pharmaceuticals Inc,Industry,
DR00001695,IDM0001353,Vertex Pharmaceuticals Inc,Industry,
,ID00004994,Univ. of Florida,Academic Institution/Univ,
DR00001830,ID00005557,UCB Biosciences Inc,Industry,
,ID00009089,"DHHS NIH Natl Heart, Lung, and Blood Inst",Federal,
,ID00006351,OHSU OCSSB,Foundation,Prospective Creek Foundation
DR00002313,ID00007465,Hoffmann-La Roche Inc,Industry,
,IDM0000399,Shriners Hospitals for Children - Tampa,Medical Center/Hospital,8680
,IDM0002788,OCTRI,Federal,InfoEd #:	9006282-018 
,ID00012415,Medical Research Foundation of Oregon,Foundation,
,ID00012244,Medical Research Foundation of Oregon,Foundation,
,ID00011979,Medical Research Foundation of Oregon,Foundation,
,ID00011547,Medical Research Foundation of Oregon,Foundation,
,IDM0000969,Susan Thompson Buffett Foundation,Foundation,
,ID00005201,Oregon Health Authority,State Oregon,
DR00000042,IDM0000506,Lundbeck LLC,Industry,
,ID00004142,American College of Radiology,Foundation,
,ID00011544,OHSU Knight Cancer Institute,Foundation,
,ID00012350,OHSU Knight Cancer Institute,Foundation,
DR00001317,IDM0003204,Bristol-Myers Squibb,Industry,
DR00000198,IDM0001221,Bristol-Myers Squibb,Industry,
,ID0000000867,"Genentech, Inc.",Industry,
,ID00000189,Medtronic Sofamor Danek future fees waived cs,Industry,
,ID0000002850,unfunded,,
,ID0000002878,unfunded,,
,ID0000001472,unfunded,,
,ID0000000283,Merck ,Industry,
,ID00000404,unfunded,Other,
,ID0000004238,Schering-Plough Research Institute,Industry,
,ID0000000723,Unfunded,,
,ID00005025,Internal,OHSU,
,ID0000001812,NIH,NIH,5 UO1 DK63580
,ID0000002154,Unfunded,,
,ID00002656,Southwestern Oncology Group,NIH,
,ID0000004794,Boehringer Ingelheim,Industry,
,ID0000000313,OHSU Orthopaedics department,,
,ID0000001199,Z-Tech (through subcontract -funded by NIAAA),Other Federal,
,ID00001562,Department Funded Research,OHSU,
,00002406,Heart Research Center; Division of Cardiovascular Medicine,Other,NA
,ID0000001629,RMC,Industry,
,ID0000002712,National Institutes of Health,NIH,
,ID0000001358,NIEHS (via subcontract from University of Pennsylvania),NIH,
,ID0000000695,Cephalon,Industry,
,ID0000001532,The National Institute of Aging,NIH,NIH R01 AG12611
,ID00001185,Genzyme,Industry,
,ID00000737,Pfizer,Industry,B0261002
,ID0000000009,non-funded,,
,ID0000004942,"Amylin Pharmaceuticals, Inc",Industry,
,ID0000003485,Abaxis,Industry,
,ID00003973,EMG Serono Inc & Merck Serono S.A.,Industry,EMR701048-009
,ID00001560,Unfunded,OHSU,
,ID00004404,unfunded,Other,
,ID00001061,unfunded,Other,
,ID00004684,Unfunded,Other,
,ID0000002187,Dana Farber Cancer Institute,Other,
,ID00005403,Pfizer,Industry,Industry
,ID00003814,NIH,NIH,R01AG033581
,ID0000001528,unfunded,,
,ID00003046,Unfunded,Other,
,ID00001172,n/a,OHSU,
,ID00001113,unfunded,Other,
,ID0000005210,NIH,NIH,
,ID00003504,Association of University Centers on Disabilities / CDC,Other Federal,
,ID00003898,Unfunded.,Other,
,ID00000805,Unfunded,OHSU,
,ID00005552,ProPharma LLC ,Other,
,ID0000000084,GCRC,NIH,
,ID00000733,"Luitpold Pharmaceuticals, Inc",Industry,
,ID0000003533,Non-funded,Other,
,ID00001570,OHSU,OHSU,
,ID0000004908,Unfunded,Other,
,ID00002375,None,Other,None
,ID00001542,ArrayBioPharma Inc,Industry,ARRAY-797-201
,ID0000001248,GlaxoSmithKline,Industry,
,ID0000004833,NSF,Other Federal,pending
,ID0000005201,Genzyme Corp,Industry,N/A
,ID0000000785,UNMC,,
,ID00001648,test,Foundation,
,ID0000000412,RTOG,Other Federal,
,ID0000002043,"MedImmune, Inc",Other,
,ID00003889,Unfunded,Other,
,ID0000003080,Internally Funded,,
,ID00003401,Unfunded,Other,
,ID0000001766,Genentech ,Industry,
,ID0000003205,Unfunded,Other,
,ID0000004092,unfunded,OHSU,
,ID00000341,"Innocoll Technologies, Ltd.",Industry,
,ID00001801,unfunded,OHSU,
,ID0000000618,Unfunded,,
,ID0000005099,Unfunded,Other,
,00001048,NIH,NIH,AG006457
,ID0000001530,non funded,,
,ID00002984,Unfunded,Other,
,ID00000796,National Multiple Sclerosis Society,Foundation,CA 1055-A-3
,ID0000000716,Health Resources and Services Administration (HRSA),Other Federal,
,ID00003791,Unfunded,Other,
,ID0000000180,Welch Allyn,Industry,830-1191-00
,ID00003990,unfunded,Other,
,ID00002533,Assoc of University Centers on Disability (AUCD),Other Federal,
,ID0000005531,Unfunded,Other,
,ID0000005376,"Gilead Science, Inc.",Industry,
,ID0000002699,Chiron Corportation,Industry,
,ID0000000827,unfunded,,
,ID00005700,Agency for Healthcare Research and Quality,Other Federal,HHSA 290-2007-10057-I
,ID00001828,"Genentech, Inc. - IRQ & Waiver of Oversight fees waived",Industry,AVF3991n
,ID0000004306,ZLB Behring Pharmaceutical,Industry,N/A
,ID0000000109,NSF,Other Federal,IIS-0313383
,ID00005406,Unfunded,Other,
,ID00001771,"Genentech, Inc. - IRQ & Waiver of Oversight fees waived",Industry,
,ID0000003220,Unfunded,OHSU,
,ID00000153,NIDCR,Other,NIDCR T-32 Training Grant DEO7294
,ID0000001443,International Society for Heart & Lung Transplantation,Other,nonfunded
,ID00002452,Unfunded,Other,
,ID0000004230,Cancer Trials Support Unit (CTSU),NIH,
,ID0000002447,National Institute of Health,NIH,
,ID0000003900,unfunded,,
,ID0000000022,National Institute on Disability and Rehabilitation Research,Other Federal,
,ID00002204,Oregon Parthership to Alzheimer's Disease Research (OPAR) ,Foundation,
,ID00000822,unfunded,Other,
,ID00005100,Unfunded,Other,
,ID00003102,unfunded,OHSU,
,ID00002013,SHS International/Industry,Industry,
,ID00003678,"Shriner's Hospital for Children - Montreal, Canada",Other,SHC-INFOI
,ID00001918,Administration on Developmental Disabilities,Other Federal,
,ID0000000219,This study creates minimal extra charges in the form of staff time and will be absorbed by the Emergency Department,,
,ID0000001705,Unfunded,,
,ID00000074,NCI/COG,Other Federal,
,ID0000002097,Boston Life Sciences,Industry,
,ID0000002237,Unfunded,,
,00000313,altus pharmaceuticals,Industry,altus pharmaceutical budger
,ID00000749,NIMH,NIH,1R01MH077105-01A2
,ID0000002772,Unfunded,,
,ID0000000214,internally funded,OHSU,
,ID0000005152,Eli Lilly,Industry,
,ID0000002557,Southwest Oncology Group,Other,
,ID00002888,Legacy Foundation,Foundation,
,ID00000003,Subcontract from PSU (Original Funding from Northwest Energy Efficency Alliance and Energy Trust of Oregon),Other,
,ID00004538,Breast Cancer Research Program (BCRP) of the Office of the Congressionally Directed Medical Research Programs (CDMRP),Other Federal,BC103909
,ID00005103,External,NIH,
,ID0000000585,Unfunded,,
,ID00003041,unfunded,Other,
,ID00004379,Unfunded,Other,
,ID00003963,N/A,Other,
,ID0000002563,Funding Source,NIH,Funding Source Number
,ID0000002841,CTI Pharmaceuticals ,Industry,
,ID0000000258,National Institutes of Health,NIH,
,ID00002570,unfunded,Other,
,ID0000001073,Unfunded,,
